URL	Nom	Type	Rank	Location	Number of Comments	Note	Téléphone
https://www.tripadvisor.fr/Attraction_Review-g187253-d10470578-Reviews-Velo_Love_Marseille-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Velo Love Marseille	Locations de matériel	Nº 20 sur 115 Activités de plein air à Marseille	Rue du Rhône Réservation obligatoire 24h avant, 13008 Marseille France	42 avis	5	+33 6 66 34 06 50
https://www.tripadvisor.fr/Attraction_Review-g445023-d3845911-Reviews-Raft_Ubaye-Meolans_Revel_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Raft'Ubaye	Rafting et tubing	Nº 4 sur 8 choses à voir/à faire à Méolans-Revel	Méolans-Revel, France	45 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187209-d7126134-Reviews-Lac_du_Bimont-Aix_en_Provence_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Lac du Bimont	Autres activités de plein air	Nº 3 sur 29 Activités de plein air à Aix-en-Provence	Vallon de Bimont, Aix-en-Provence France	78 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g562734-d12707413-Reviews-Rivertracker-La_Salle_les_Alpes_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Rivertracker	Rafting et tubing	Nº 3 sur 7 Visites guidées à La Salle les Alpes	La Salle les Alpes, France	31 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g666994-d10729451-Reviews-Caval_air_Parachutisme_Ascensionnel-Cavalaire_Sur_Mer_Var_Provence_Alpes_Cote_d_.html	Caval'air parachutisme ascensionnel	Parachute ascensionnel et parapente	Nº 2 sur 15 Visites guidées à Cavalaire-Sur-Mer	Cavalaire-Sur-Mer, France	36 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d7178943-Reviews-Bike_Trip-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Bike Trip	Locations de matériel	Nº 20 sur 118 Activités de plein air à Nice	21 rue de Rivoli, 06000 Nice France	67 avis	5	+33 4 93 81 09 41
https://www.tripadvisor.fr/Attraction_Review-g1080032-d12856153-Reviews-Agay_Beach-Agay_Saint_Raphael_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_.html	Plage D'Agay		Nº 2 sur 7 choses à voir/à faire à Agay	270 boulevard de la Plage, 83530 Agay, Saint-Raphaël France	112 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d12491734-Reviews-Hertz_Ride-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Hertz Ride	Locations de matériel	Nº 21 sur 118 Activités de plein air à Nice	119 Avenue Simone veil, 06200 Nice France	37 avis	4.5	+33 6 19 92 10 97
https://www.tripadvisor.fr/Attraction_Review-g187242-d4271461-Reviews-Sentier_du_Littoral-Saint_Tropez_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d.html	Sentier du Littoral	Autres activités de plein air	Nº 11 sur 40 Activités de plein air à Saint-Tropez	8 Chemin des Graniers, 83990, Saint-Tropez France	110 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187237-d14416808-Reviews-Cap_tain_Ferrat-St_Jean_Cap_Ferrat_French_Riviera_Cote_d_Azur_Provence_Alpes_Cot.html	Cap'tain Ferrat	Excursions d'une journée, Visites sur le thème de la nature et des espaces sauvages, Locations de bateaux, Plus	Nº 4 sur 16 Visites guidées à Saint-Jean-Cap-Ferrat	Saint-Jean-Cap-Ferrat, France	32 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g672976-d17313799-Reviews-YOURAFT_Serre_Chevalier-Le_Monetier_les_Bains_Hautes_Alpes_Provence_Alpes_Cote_d.html	YOURAFT Serre Chevalier	Kayak et canoë, Rafting et tubing	Nº 2 sur 4 Visites guidées à Le Monetier-les-Bains	Le Monetier-les-Bains, France	29 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g1080054-d12080821-Reviews-Sports_Nautiques_des_Sablettes-La_Seyne_sur_Mer_Var_Provence_Alpes_Cote_d_Azur.html	Sports Nautiques des Sablettes	Sports nautiques	Nº 1 sur 8 Visites guidées à La Seyne-sur-Mer	La Seyne-sur-Mer, France	54 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d6485246-Reviews-Les_Pirogues-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Les Pirogues	Kayak et canoë, Descentes en rappel et canyoning, Rafting et tubing	Nº 7 sur 21 Excursions en bateau et sports nautiques à Nice	Nice, France	35 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d4104664-Reviews-Cascade_de_Gairaut-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Cascade de Gairaut	Autres activités de plein air	Nº 23 sur 118 Activités de plein air à Nice	Av de Gairaut, 06100 Nice France	69 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g187234-d6726220-Reviews-Nice_Diving-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Nice Diving	Plongée sous-marine et avec tuba	Nº 8 sur 21 Excursions en bateau et sports nautiques à Nice	Nice, France	93 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g1957367-d13174204-Reviews-Gap_Tallard_Fly_Dream-Tallard_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Gap-Tallard Fly Dream	Visites aériennes, Parachutisme, Vols en montgolfière, Plus	Nº 4 sur 13 choses à voir/à faire à Tallard	Tallard, France	50 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g1898905-d15069344-Reviews-Rafiki_Nature-Saint_Martin_de_Queyrieres_Hautes_Alpes_Provence_Alpes_Cote_d_Azu.html	Rafiki Nature	Rafting et tubing, Descentes en rappel et canyoning, Kayak et canoë	Nº 1 sur 2 choses à voir/à faire à Saint-Martin-de-Queyrieres	Saint-Martin-de-Queyrieres, France	28 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196677-d10777807-Reviews-Les_Velos_de_Saint_Clair-Le_Lavandou_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html	Les Vélos de Saint Clair	Locations de matériel	Nº 9 sur 23 Activités de plein air à Le Lavandou	65 chemin du Pataras Saint Clair, 83980, Le Lavandou France	41 avis	4.5	+33 6 51 12 43 56
https://www.tripadvisor.fr/Attraction_Review-g445024-d7074498-Reviews-Roc_n_Vol_Day_Tours-Moustiers_Sainte_Marie_Digne_les_Bains_Alpes_de_Haute_Provenc.html	Roc n' Vol - Day Tours	Parachute ascensionnel et parapente, Circuits extrêmes	Nº 6 sur 16 choses à voir/à faire à Moustiers-Sainte-Marie	Moustiers-Sainte-Marie, France	67 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g1122180-d10757973-Reviews-Bureau_des_Guides_de_l_Embrunais-Embrun_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Bureau des Guides de l'Embrunais	Descentes en rappel et canyoning	Nº 3 sur 22 Activités de plein air à Embrun	Embrun, France	33 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187229-d6884871-Reviews-Cap_Kayak_Paddle_Center-Juan_les_Pins_Antibes_French_Riviera_Cote_d_Azur_Provence.html	Cap Kayak Paddle Center	Kayak et canoë	Nº 3 sur 9 Visites guidées à Juan-les-Pins	Juan-les-Pins, France	39 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187232-d4697614-Reviews-Etang_de_Fontmerle-Mougins_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Etang de Fontmerle	Autres activités de plein air	Nº 3 sur 7 Activités de plein air à Mougins	1378 Promenade de l Etang, 06250 Mougins France	130 avis	3.5	
https://www.tripadvisor.fr/Attraction_Review-g187247-d15110404-Reviews-Booking_Bikes-Villeneuve_Loubet_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d.html	Booking Bikes	Locations de matériel	Nº 3 sur 7 Activités de plein air à Villeneuve-Loubet	1001 Marina Baie des Anges, 06270 Villeneuve-Loubet France	45 avis	5	+33 4 93 20 90 20
https://www.tripadvisor.fr/Attraction_Review-g1413813-d15034005-Reviews-Glisscool_Stand_Up_Paddle-Savines_le_Lac_Hautes_Alpes_Provence_Alpes_Cote_d_Azu.html	Glisscool Stand Up Paddle	Stand up paddle	Nº 2 sur 11 choses à voir/à faire à Savines-Le-Lac	Savines-Le-Lac, France	47 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187217-d310560-Reviews-Marineland-Antibes_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Marineland	Zoos, Aquariums	Nº 14 sur 58 choses à voir/à faire à Antibes	route Nationale 7, 06600, Antibes France	6 887 avis	3.5	+33 4 93 33 49 49
https://www.tripadvisor.fr/Attraction_Review-g651751-d4703082-Reviews-Sanary_Aventure_Marine-Sanary_sur_Mer_Var_Provence_Alpes_Cote_d_Azur.html	Sanary Aventure Marine	Autres activités de plein air	Nº 3 sur 16 Activités de plein air à Sanary-sur-Mer	Quai Charles de Gaulle, 83110 Sanary-sur-Mer France	92 avis	4.5	+33 6 40 06 10 76
https://www.tripadvisor.fr/Attraction_Review-g651751-d8309745-Reviews-Sanary_Jet_Ski-Sanary_sur_Mer_Var_Provence_Alpes_Cote_d_Azur.html	Sanary Jet Ski	Ski nautique et jet ski	Nº 2 sur 11 Excursions en bateau et sports nautiques à Sanary-sur-Mer	Sanary-sur-Mer, France	40 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187226-d6777370-Reviews-Les_3_Iles-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Les 3 Îles	Locations de matériel, Circuits en hors-bord	Nº 14 sur 46 Excursions en bateau et sports nautiques à Hyères	Hyères, France	77 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g187229-d17677349-Reviews-Yolo_Plage-Juan_les_Pins_Antibes_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html	Yolo Plage	Piscines et plages	Nº 3 sur 9 choses à voir/à faire à Juan-les-Pins	22 Bld Charles Guillaumont Plage, Juan-les-Pins, Antibes France	31 avis	5.0	+33 7 63 72 78 81
https://www.tripadvisor.fr/Attraction_Review-g187242-d8468499-Reviews-La_Ponche_Beach-Saint_Tropez_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html	La Ponche Beach	Plages	Nº 11 sur 42 choses à voir/à faire à Saint-Tropez	2-6 Rue de la Rampe, 83990, Saint-Tropez France	148 avis	4	
https://www.tripadvisor.fr/Attraction_Review-g187253-d4116440-Reviews-Croisieres_Marseille_Calanques-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_A.html	Croisières Marseille Calanques	Croisières	Nº 12 sur 60 Excursions en bateau et sports nautiques à Marseille	Marseille, France	302 avis	4.0	
https://www.tripadvisor.fr/Attraction_Review-g635832-d10519791-Reviews-Domaine_Skiable_Puy_Saint_Vincent-Puy_Saint_Vincent_Hautes_Alpes_Provence_Alpes_.html	Domaine Skiable - Puy Saint Vincent	Stations de ski et de snowboard	Nº 1 sur 13 choses à voir/à faire à Puy-Saint-Vincent		80 avis		
https://www.tripadvisor.fr/Attraction_Review-g187234-d4104666-Reviews-Sentier_du_Littoral-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Sentier du Littoral	Autres activités de plein air	Nº 25 sur 118 Activités de plein air à Nice	Sentier du Littoral, 06300 Nice France	53 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g635585-d5570561-Reviews-La_Perle_du_Verdon-Esparron_de_Verdon_Alpes_de_Haute_Provence_Provence_Alpes_Cote.html	La Perle du Verdon	Locations de bateaux	Nº 2 sur 6 choses à voir/à faire à Esparron de Verdon	Esparron de Verdon, France	140 avis	4.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d3594712-Reviews-Le_Levantin-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Le Levantin	Croisières	Nº 13 sur 60 Excursions en bateau et sports nautiques à Marseille	Marseille, France	422 avis	4.0	
https://www.tripadvisor.fr/Attraction_Review-g1772498-d21104400-Reviews-Voyageurs_Du_Ciel-Greolieres_Alpes_Maritimes_Provence_Alpes_Cote_d_Azur.html	Voyageurs Du Ciel	Centres de remise en forme	Nº 2 sur 6 choses à voir/à faire à Greolieres	59 route de Font Rougiere, 06620 Greolieres France	13 avis	4.5	+33 6 65 22 41 45
https://www.tripadvisor.fr/Attraction_Review-g1138007-d9789167-Reviews-Roc_Aventure-L_Argentiere_la_Bessee_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Roc Aventure	Parcs aventures aériens et Tyroliennes	Nº 2 sur 6 choses à voir/à faire à L'Argentière-la-Bessée	L'Argentière-la-Bessée, France	55 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187209-d21012590-Reviews-Aixtratour-Aix_en_Provence_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Aixtratour	Sightjogging, Circuits gourmands, Circuits privés, Plus	Nº 4 sur 29 Activités de plein air à Aix-en-Provence	Aix-en-Provence, France	13 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187226-d12982694-Reviews-Plage_La_Capte-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Plage La Capte	Plages	Nº 13 sur 42 choses à voir/à faire à Hyères	83400, Hyères France	51 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g187237-d8787300-Reviews-La_Pointe_de_Saint_Hospice-St_Jean_Cap_Ferrat_French_Riviera_Cote_d_Azur_Provence.html	La Pointe de Saint Hospice	Routes touristiques	Nº 4 sur 9 choses à voir/à faire à Saint-Jean-Cap-Ferrat	06121 Saint-Jean-Cap-Ferrat France	50 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g196675-d10593663-Reviews-Kraken_Plongee-La_Ciotat_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Kraken Plongée	Plongée sous-marine et avec tuba	Nº 5 sur 30 Visites guidées à La Ciotat	La Ciotat, France	36 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196673-d8309237-Reviews-Plage_de_la_Grande_Mer-Cassis_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html	Plage de la Grande Mer	Plages	Nº 4 sur 19 choses à voir/à faire à Cassis	13260 Cassis France	264 avis	4	
https://www.tripadvisor.fr/Attraction_Review-g187221-d8357573-Reviews-Boat_Evasion-Cannes_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Boat Evasion	Locations de bateaux, Parachute ascensionnel et parapente, Sports nautiques, Plus	Nº 9 sur 37 Excursions en bateau et sports nautiques à Cannes	Cannes, France	80 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g445025-d4508264-Reviews-Sentier_Vigneron_d_Oppede-Oppede_Luberon_Vaucluse_Provence_Alpes_Cote_d_Azur.html	Sentier Vigneron d'Oppede	Randonnées	Nº 1 sur 5 choses à voir/à faire à Oppède	Oppede-le-Vieux Carpark, 84580 Oppède France	75 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g1933284-d6900368-Reviews-Lac_de_Peyrolles-Peyrolles_en_Provence_Bouches_du_Rhone_Provence_Alpes_Cote_d_Az.html	Lac de Peyrolles	Autres activités de plein air	Nº 2 sur 5 choses à voir/à faire à Peyrolles-en-Provence	Route de la Durance, Peyrolles-en-Provence France	177 avis	5.0	+33 4 42 57 89 82
https://www.tripadvisor.fr/Attraction_Review-g1310569-d10719405-Reviews-Parc_aventure_Flay_Forest-Flayosc_Var_Provence_Alpes_Cote_d_Azur.html	Parc aventure Flay Forest	Parcs aventures aériens et Tyroliennes	Nº 2 sur 5 choses à voir/à faire à Flayosc	Flayosc, France	42 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187234-d2253752-Reviews-Blue_Beach-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Blue Beach	Plages	Nº 40 sur 203 choses à voir/à faire à Nice	32 Promenade de Anglais, Nice France	652 avis	4.5	+33 4 93 87 10 36
https://www.tripadvisor.fr/Attraction_Review-g635832-d9857468-Reviews-Vallon_de_Narreyroux-Puy_Saint_Vincent_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Vallon de Narreyroux	Randonnées	Nº 2 sur 13 choses à voir/à faire à Puy-Saint-Vincent	Chemin Forestier de Narreyroux, Puy-Saint-Vincent France	43 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g6845040-d9465589-Reviews-Rock_n_Raft-Les_Thuiles_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Rock 'n Raft	Kayak et canoë, Rafting et tubing	Nº 1 sur 1 choses à voir/à faire à Les Thuiles	Les Thuiles, France	31 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g635590-d10196262-Reviews-Ski_Center-Orcieres_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Ski Center	Locations de matériel	Nº 3 sur 19 choses à voir/à faire à Orcières	rue des Rotondes Immeuble le Chamois - 50m de l'Office de Tourisme, 05170 Orcières France	50 avis	5	+33 4 92 55 73 04
https://www.tripadvisor.fr/Attraction_Review-g187253-d4789715-Reviews-Sud_Plaisance_location-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Sud Plaisance location	Locations de bateaux, Locations de matériel	Nº 14 sur 60 Excursions en bateau et sports nautiques à Marseille	Marseille, France	79 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g187226-d10196259-Reviews-Beach_La_Bergerie-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Beach La Bergerie	Plages	Nº 14 sur 42 choses à voir/à faire à Hyères	31 avenue de la Sabliere, 83400, Hyères France	119 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g10717361-d1008401-Reviews-La_Joue_du_Loup-Le_Devoluy_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	La Joue du Loup	Stations de ski et de snowboard	Nº 2 sur 17 choses à voir/à faire à Le Dévoluy	05250, Le Dévoluy France	197 avis	5.0	+33 4 92 58 91 91
https://www.tripadvisor.fr/Attraction_Review-g187230-d2487451-Reviews-Nager_avec_les_Dauphins-Mandelieu_la_Napoule_French_Riviera_Cote_d_Azur_Provence_.html	Nager avec les Dauphins	Baignade avec les dauphins	Nº 2 sur 7 choses à voir/à faire à Mandelieu-La Napoule	Mandelieu-La Napoule, France	144 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g196678-d2416868-Reviews-Cap_Camarat_Plongee_ecole_de_plongee-Ramatuelle_Saint_Tropez_French_Riviera_Cote_.html	Cap Camarat Plongée école de plongée	Plongée sous-marine et avec tuba	Nº 3 sur 8 Visites guidées à Ramatuelle	Ramatuelle, France	61 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g187253-d9801151-Reviews-Easymove-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Easymove	Locations de matériel	Nº 24 sur 115 Activités de plein air à Marseille	25 Quai de rive neuve, 13007 Marseille France	54 avis	5	+33 4 84 26 22 91
https://www.tripadvisor.fr/Attraction_Review-g635590-d10800820-Reviews-Orcieres_Merlette_1850-Orcieres_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Orcières Merlette 1850	Stations de ski et de snowboard	Nº 4 sur 19 choses à voir/à faire à Orcières		90 avis		
https://www.tripadvisor.fr/Attraction_Review-g2265234-d4551865-Reviews-Lac_de_Saint_Cassien-Tanneron_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html	Lac de Saint-Cassien	Autres activités de plein air	Nº 2 sur 7 choses à voir/à faire à Tanneron	37 D, 83440 Tanneron France	394 avis	5.0	+33 4 94 76 40 63
https://www.tripadvisor.fr/Attraction_Review-g3545475-d14793074-Reviews-Grimaud_aventure-Port_Grimaud_Grimaud_French_Riviera_Cote_d_Azur_Provence_Alpes.html	Grimaud aventure	Parcs aventures aériens et Tyroliennes	Nº 2 sur 15 choses à voir/à faire à Port-Grimaud	Port-Grimaud, France	29 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g3355578-d8498114-Reviews-Aquattitude-Montagnac_Montpezat_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Az.html	Aquattitude	Kayak et canoë, Visites sur le thème de la nature et des espaces sauvages, Locations de matériel, Plus	Nº 2 sur 3 choses à voir/à faire à Montagnac-Montpezat	Montagnac-Montpezat, France	79 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g196682-d9568685-Reviews-Snowlegend-La_Grave_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	Snowlegend	Centres de remise en forme, Ski et visites en montagne	Nº 2 sur 8 choses à voir/à faire à La Grave	Rn 91, 05320 La Grave France	37 avis	5	+33 6 81 97 03 25
https://www.tripadvisor.fr/Attraction_Review-g1096497-d6954433-Reviews-ZooParc_du_Cannet_des_Maures-Le_Cannet_des_Maures_Var_Provence_Alpes_Cote_d_Azur.html	ZooParc du Cannet des Maures	Zoos	Nº 3 sur 8 choses à voir/à faire à Le Cannet-des-Maures	268 Chemin Sainte Maisse Ancienne route d'italie, 83340 Le Cannet-des-Maures France	160 avis	4	+33 4 94 73 48 80
https://www.tripadvisor.fr/Attraction_Review-g196673-d12338368-Reviews-GIE_des_Bateliers_Cassidens-Cassis_French_Riviera_Cote_d_Azur_Provence_Alpes_Cot.html	GIE des Bateliers Cassidens	Croisières	Nº 8 sur 19 Excursions en bateau et sports nautiques à Cassis	Cassis, France	85 avis	4.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d12297956-Reviews-Glisse_Pour_Tous-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Glisse Pour Tous	Stand up paddle	Nº 15 sur 60 Excursions en bateau et sports nautiques à Marseille	Marseille, France	33 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196673-d10641084-Reviews-Cassis_Forest-Cassis_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Cassis Forest	Parcs aventures aériens et Tyroliennes	Nº 11 sur 31 Visites guidées à Cassis	Cassis, France	36 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187253-d16743135-Reviews-Planetazur-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Planetazur	Excursions d'une journée, Oenotourisme , Visites sur le thème de la nature et des espaces sauvages, Plus	Nº 4 sur 31 Restauration à Marseille	Marseille, France	45 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g230043-d4697556-Reviews-Plage_de_l_Estagnol-Bormes_Les_Mimosas_French_Riviera_Cote_d_Azur_Provence_Alpes_.html	Plage de l'Estagnol	Plages	Nº 6 sur 21 choses à voir/à faire à Bormes-les-Mimosas	Route Leoube, 83230 Bormes-les-Mimosas France	896 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g562734-d17566458-Reviews-SerreChe_VTT-La_Salle_les_Alpes_Hautes_Alpes_Provence_Alpes_Cote_d_Azur.html	SerreChe VTT	Balades à vélo	Nº 4 sur 7 Visites guidées à La Salle les Alpes	La Salle les Alpes, France	25 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g445021-d18977515-Reviews-Base_des_Arcs-Les_Arcs_sur_Argens_Var_Provence_Alpes_Cote_d_Azur.html	Base des Arcs	Kayak et canoë	Nº 5 sur 13 choses à voir/à faire à Les Arcs sur Argens	Les Arcs sur Argens, France	46 avis	4.0	
https://www.tripadvisor.fr/Attraction_Review-g187235-d8353090-Reviews-Jet_Family_s-Grimaud_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	Jet Family's	Stand up paddle, Ski nautique et jet ski	Nº 1 sur 8 Excursions en bateau et sports nautiques à Grimaud	Grimaud, France	74 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g1056027-d20364759-Reviews-TROTT_EVASION-Saint_Vallier_de_Thiey_Alpes_Maritimes_Provence_Alpes_Cote_d_Azur.html	TROTT'ÉVASION	Visites sur le thème de la nature et des espaces sauvages, Visites culturelles	Nº 2 sur 11 choses à voir/à faire à Saint-Vallier-de-Thiey	Saint-Vallier-de-Thiey, France	13 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g635583-d12120837-Reviews-Auron_Motoneiges-Auron_Saint_Etienne_de_Tinee_Alpes_Maritimes_Provence_Alpes_Cot.html	Auron Motoneiges	Circuits en 4x4, VTT et tout terrain	Nº 1 sur 5 choses à voir/à faire à Auron	Auron, France	33 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g674096-d6828519-Reviews-L_Arnaude_Aventures-Lorgues_Var_Provence_Alpes_Cote_d_Azur.html	L'Arnaude Aventures	Autres activités de plein air	Nº 1 sur 11 choses à voir/à faire à Lorgues	Route de Vidauban, 83510 Lorgues France	45 avis	4.5	+33 6 21 81 71 45
https://www.tripadvisor.fr/Attraction_Review-g1017415-d1017413-Reviews-Golf_du_Luberon-Pierrevert_Luberon_Vaucluse_Provence_Alpes_Cote_d_Azur.html	Golf du Luberon	Parcours de golf	Nº 1 sur 4 choses à voir/à faire à Pierrevert	Chemin du Golf La Grande Gardette, 04860 Pierrevert France	104 avis	5.0	+33 7 81 00 49 75
https://www.tripadvisor.fr/Attraction_Review-g1947173-d3454268-Reviews-O_Verdon-Riez_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	O Verdon	Centres de remise en forme	Nº 1 sur 5 choses à voir/à faire à Riez	16 Rue du Marché, 04500 Riez France	44 avis	5.0	+33 6 69 28 38 87
https://www.tripadvisor.fr/Attraction_Review-g196677-d8539937-Reviews-Plage_d_Aiguebelle-Le_Lavandou_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html	Plage d'Aiguebelle	Plages	Nº 5 sur 13 choses à voir/à faire à Le Lavandou	Avenue des 3 Dauphins, 83980, Le Lavandou France	85 avis	4.5	
https://www.tripadvisor.fr/Attraction_Review-g187210-d7760619-Reviews-Veloroute_du_Calavon-Apt_Luberon_Vaucluse_Provence_Alpes_Cote_d_Azur.html	Veloroute du Calavon	Pistes de VTT	Nº 5 sur 22 choses à voir/à faire à Apt		62 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g196678-d2208017-Reviews-Tahiti_Plage-Ramatuelle_Saint_Tropez_French_Riviera_Cote_d_Azur_Provence_Alpes_Co.html	Tahiti Plage	Autres activités de plein air	Nº 8 sur 14 Activités de plein air à Ramatuelle	Quartier du Pinet, 83350 Ramatuelle, Saint-Tropez France	198 avis	5.0	+33 4 94 97 18 02
https://www.tripadvisor.fr/Attraction_Review-g1700092-d3983800-Reviews-Bergerie_D_alivon-Albaron_Arles_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html	Bergerie D'alivon	Balades à cheval	Nº 1 sur 2 choses à voir/à faire à Albaron	1451 Bergerie d'Alivon promenade a cheval- gite-chambre d'hotes, 13123 Albaron, Arles France	60 avis	4.5	+33 6 03 54 10 94
https://www.tripadvisor.fr/Attraction_Review-g635835-d6991677-Reviews-Provence_Hipposervices-Saint_Saturnin_les_Apt_Apt_Luberon_Vaucluse_Provence_Alpes.html	Provence Hipposervices	Visites guidées, Visites en carrioles tirées par des chevaux	Nº 2 sur 8 choses à voir/à faire à Saint-Saturnin-les-Apt	Saint-Saturnin-les-Apt, France	42 avis	5.0	
